URL	Email	Billing	SSN	Ads	Location	Children	Law	Change	Choice	Aggregation
https://ec.europa.eu/info/resources-partners_en	2	3	3	2	3	3	1	2	2	2
https://berec.europa.eu/eng/news_consultations/ongoing_public_consultations/2340-privacy-statement-berec-office-policy-document	2	3	3	2	3	3	2	2	2	2
https://osha.europa.eu/en/oshmail-newsletter/privacy-statement-oshmail	2	3	2	2	3	2	1	2	3	2
https://frontex.europa.eu/about-frontex/data-protection/	2	3	3	2	3	2	2	2	1	2
https://www.eulisa.europa.eu/Activities/Data-Protection/privacy-notices	2	3	3	2	3	2	2	2	2	2
https://www.easo.europa.eu/legal	2	3	3	2	3	2	2	1	2	2
https://www.easa.europa.eu/data-protection	2	3	1	2	3	3	2	1	2	2
https://eba.europa.eu/privacy-notice	2	2	3	2	3	2	2	2	1	2
https://www.ecdc.europa.eu/en/personal-data-protection	2	3	3	2	3	3	2	2	1	2
https://www.cedefop.europa.eu/en/content/privacy-statement	2	3	3	2	3	3	2	2	2	2
https://echa.europa.eu/legal-notice	2	3	3	2	3	2	1	2	1	2
https://www.eea.europa.eu/about-us/data-protection/data-protection-notice	2	3	3	2	3	1	2	2	2	2
https://www.efca.europa.eu/content/personal-data-protection	2	3	3	2	3	3	1	2	1	2
http://www.efsa.europa.eu/en/legalnotice	2	3	3	2	3	3	1	2	1	2
https://www.eurofound.europa.eu/about-eurofound/who-we-are/legal-and-data-protection-notices/website-data-protection-notice	2	3	3	2	3	2	2	2	1	2
https://www.gsa.europa.eu/personal-data-protection	2	3	3	2	3	3	2	2	1	2
https://eige.europa.eu/data-protection	2	3	3	2	3	3	1	2	1	2
https://eiopa.europa.eu/Pages/Links/Legal-notice.aspx	2	3	3	2	3	3	1	2	2	2
http://www.emsa.europa.eu/emsa-homepage/156-uncategorised/118-important-legal-notices.html	2	3	3	2	3	2	2	2	2	2
https://www.ema.europa.eu/en/about-us/legal/general-privacy-statement	2	3	3	2	3	2	1	2	1	2
http://www.emcdda.europa.eu/about/legal-notice	2	3	3	2	3	2	1	2	1	2
https://www.enisa.europa.eu/about-enisa/privacy-policy	2	3	3	2	3	2	2	2	2	2
https://www.cepol.europa.eu/legal-notice	2	3	3	2	3	2	2	2	2	2
https://www.europol.europa.eu/legal-notice	2	3	3	2	3	2	1	1	1	2
https://ec.europa.eu/info/privacy-policy_en	2	3	3	2	3	2	2	2	3	2
https://fra.europa.eu/en/theme/information-society-privacy-and-data-protection	2	2	3	2	3	3	1	2	2	2
https://euipo.europa.eu/ohimportal/en/data-protection	2	2	3	2	3	2	2	2	1	2
https://cdt.europa.eu/en/legal-notice	2	3	3	2	3	2	2	2	2	2
https://www.eda.europa.eu/Disclaimer-Legal	2	2	3	2	3	2	2	2	2	2
https://www.iss.europa.eu/content/data-protection	2	3	3	2	3	2	2	2	1	2
https://www.satcen.europa.eu/Legal/privacy	2	2	3	2	3	2	1	2	2	2
https://fusionforenergy.europa.eu/privacy/	2	3	3	2	3	2	1	2	2	2
https://www.ecsel.eu/legal-notice-and-data-protection	2	3	3	2	3	3	1	2	2	2
https://www.imi.europa.eu/legal-notice-privacy	2	3	3	2	3	2	2	2	1	2
https://www.sesarju.eu/dataprotection	2	3	3	2	3	2	1	2	1	2
https://www.cleansky.eu/data-protection-legal-notice	2	3	3	2	3	3	1	2	3	2
