URL	Email	Billing	SSN	Ads	Location	Children	Law	Change	Choice	Aggregation
https://slack.com/privacy-policy	2	2	3	2	3	3	2	2	1	2
https://ello.co/wtf/policies/privacy/	2	2	3	2	3	3	2	2	1	2
http://www.cnn.com/privacy.html	2	2	3	2	2	3	1	2	2	2
http://aboutus.lego.com/en-us/legal-notice/privacy-policy-full	2	2	3	2	3	3	2	2	3	2
https://www.pnc.com/en/privacy-policy.html	2	2	3	2	3	3	1	2	2	2
http://hhonors3.hilton.com/en/promotions/privacy-policy/english.html	2	2	3	2	3	3	2	2	2	2
http://inside.monster.com/fullpolicy/inside2.aspx	2	3	3	2	2	3	2	2	2	2
http://www.weather.gov/privacy	2	3	3	2	3	3	1	1	1	2
http://www.sonymusic.com/privacy-policy	2	2	3	2	3	3	2	2	2	2
http://tos.ea.com/legalapp/WEBPRIVACY/US/en/PC	1	3	3	2	2	1	2	2	2	2
http://us.blackberry.com/legal/privacy-policy.html	2	2	3	2	2	3	2	2	1	2
http://www.justice.gov/doj/privacy-policy	2	3	3	2	3	2	1	1	1	2
http://www.ziffdavis.com/privacy-policy	2	2	3	2	2	3	2	2	2	2
https://www.adroll.com/about/privacy	2	2	3	2	2	3	2	2	2	2
http://www.utexas.edu/cio/policies/web-privacy	2	2	3	2	3	2	1	2	1	2
http://wikimediafoundation.org/wiki/Privacy_policy	2	2	3	2	2	1	2	2	1	2
http://www.microsoft.com/privacystatement/en-us/core/default.aspx	1	1	1	2	2	3	2	1	1	2
https://www.raf.mod.uk/privacy/	2	3	3	2	3	3	2	1	1	2
https://www.kickstarter.com/privacy?ref=global-footer	2	2	3	2	2	3	2	2	1	2
https://twitter.com/privacy	2	2	3	2	2	3	2	2	1	2
https://wordpress.org/about/privacy/	2	3	3	2	3	3	2	2	1	2
http://www.google.com/policies/privacy/	2	2	3	2	2	3	2	2	1	2
https://soundcloud.com/pages/privacy	2	2	3	2	2	3	2	2	1	2
https://help.github.com/articles/github-privacy-policy/	2	3	3	2	3	3	2	2	2	2
https://twitpic.com/static/privacy	2	3	3	2	3	3	2	2	1	2
https://delicious.com/privacy	2	3	3	3	3	3	1	2	1	2
http://www.dell.com/learn/us/en/19/policies-privacy	2	2	3	2	3	3	1	2	1	2
http://www.apple.com/privacy/privacy-policy/?cid=wwa-us-kwg-features-com	2	2	3	2	2	3	2	2	2	2
http://corporate.walmart.com/privacy-security/walmart-privacy-policy	2	2	3	2	2	3	2	2	2	2
https://www.staples.com/sbd/content/help/policies/privacy_popup.html	2	3	3	2	2	3	2	1	1	2
https://500px.com/privacy	2	2	1	2	3	3	2	1	1	2
https://kolabnow.com/privacy	2	3	3	2	3	3	1	2	1	2
http://www.ibm.com/privacy/details/us/en/	2	2	3	2	3	3	2	2	1	2
https://www.facebook.com/policy.php	2	1	1	2	2	3	2	2	1	2
https://policies.oath.com/us/en/oath/privacy/index.html	2	2	3	2	3	3	2	2	1	2
https://www.linkedin.com/legal/privacy-policy	2	2	3	2	2	3	2	2	2	2
http://www.att.com/gen/privacy-policy?pid=2506	2	2	2	2	3	3	2	2	1	2
http://automattic.com/privacy/	2	2	1	2	2	3	2	2	1	2
http://www.adobe.com/privacy/policy.html	2	2	3	2	3	3	2	2	1	2
http://www.addthis.com/privacy/privacy-policy	2	3	3	2	3	3	2	2	2	2
https://www.verizon.com/about/privacy/policy/	2	2	3	2	2	3	1	2	2	2
http://www.nbcuni.com/privacy/full-privacy-policy/	2	2	3	2	2	3	2	2	2	2
http://pages.ebay.com/help/policies/privacy-policy.html	2	2	3	2	3	3	2	2	3	2
http://rocketfuel.com/privacy-policy	2	3	3	2	3	3	1	2	1	2
https://disneyprivacycenter.com/privacy-policy-translations/english/	2	3	3	2	3	3	2	2	1	2
http://www.pandora.com/privacy	2	2	3	2	2	3	2	2	1	2
https://zynga.com/privacy/policy	2	2	3	2	2	3	2	2	1	2
http://privacy.aol.com	2	2	3	2	3	3	2	2	1	2
https://www.snapchat.com/privacy	2	2	3	2	2	3	2	2	1	2
https://about.pinterest.com/en/privacy-policy	2	2	3	2	3	3	2	2	1	2
